20000 20000 80000
0	1
0	2
0	11
0	35
0	107
0	171
0	583
0	1048
0	2162
0	3202
0	4741
0	17521
0	17897
1	0
1	4
1	92
1	115
1	1665
1	4877
1	8934
1	12191
1	17374
2	0
2	3
2	60
2	116
2	300
2	4753
2	8159
2	11024
2	12499
2	13262
3	2
3	5
3	65
3	68
3	123
3	180
3	188
3	192
3	1102
3	1237
3	4464
4	1
4	69
4	147
4	206
4	276
4	1905
4	3653
4	16483
4	19861
5	3
5	6
5	7
5	12
5	14
5	158
5	175
5	186
5	6644
5	8674
6	5
6	30
6	62
6	1357
6	2609
6	4028
6	4689
6	9859
6	10262
6	15326
6	15899
7	5
7	8
7	10
7	13
7	23
7	27
7	28
7	32
7	127
7	138
7	1485
7	1690
7	4391
7	6101
7	6426
7	8480
7	14098
7	16637
8	7
8	9
8	20
8	22
8	150
8	844
8	1715
8	2366
8	2832
8	11138
8	14152
8	14282
9	8
9	21
9	36
9	88
9	132
9	197
9	217
9	322
9	488
9	492
9	13158
10	7
10	26
10	425
10	833
10	843
10	2256
10	2589
10	3073
10	3241
10	8190
10	9144
10	13238
10	16367
10	17158
10	17709
11	0
11	443
11	479
11	1288
11	3393
11	16177
12	5
12	25
12	45
12	98
12	100
12	119
12	203
12	10333
12	18909
13	7
13	16
13	24
13	47
13	144
13	1075
13	2048
13	3860
13	5005
13	10135
13	10883
13	12372
13	15825
13	16781
14	5
14	15
14	66
14	166
14	176
14	239
14	272
14	913
14	4937
14	7971
14	8715
14	10663
14	14937
14	18301
15	14
15	38
15	70
15	113
15	143
15	218
15	1948
15	2113
15	4865
15	8053
15	13093
15	13688
15	16673
15	19083
16	13
16	17
16	18
16	37
16	2798
16	5351
16	10267
16	12038
16	14807
16	16421
17	16
17	19
17	56
17	87
17	515
17	4223
17	5061
17	9779
17	19049
18	16
18	39
18	264
18	410
18	432
18	758
18	950
18	1266
18	1521
18	4371
18	8129
18	8489
18	10962
18	14899
19	17
19	64
19	251
19	2078
19	3120
19	3215
19	3949
19	8296
20	8
20	42
20	63
20	112
20	181
20	4341
20	18612
20	18724
20	18975
21	9
21	73
21	869
21	883
21	1378
21	5737
21	7209
21	8562
21	9456
21	15340
21	18321
22	8
22	71
22	77
22	395
22	672
22	700
22	1614
22	4240
22	7741
22	9071
22	9802
22	10075
22	18804
23	7
23	44
23	51
23	2607
23	3225
23	3413
23	12191
23	12354
23	17738
23	19062
24	13
24	29
24	33
24	34
24	350
24	542
24	627
24	4065
24	7443
25	12
25	759
25	1629
25	15211
25	16252
26	10
26	31
26	49
26	7830
26	7991
26	8164
26	13754
26	14859
27	7
27	41
27	50
27	53
27	90
27	172
27	3278
27	5351
27	7413
27	14559
28	7
28	299
28	611
28	671
28	691
28	893
28	1112
28	19450
29	24
29	227
29	2150
29	2572
29	3421
29	3625
29	5314
29	7465
29	8182
29	8849
29	9787
29	12002
29	14443
30	6
30	135
30	148
30	788
30	2426
30	5712
31	26
31	55
31	58
31	289
31	1384
31	1394
31	1683
31	3965
31	7897
31	13816
32	7
32	40
32	79
32	179
32	344
32	1198
32	1334
32	4695
32	5293
32	6635
32	8792
33	24
33	134
33	257
33	933
33	4748
33	6938
33	9835
33	11222
33	11475
33	16016
33	18203
34	24
34	393
34	398
34	972
34	1114
34	1175
34	1535
34	10273
35	0
35	110
35	228
35	287
35	708
35	916
35	1068
35	1187
35	1819
35	4705
35	7407
35	12041
35	12082
36	9
36	194
36	319
36	694
36	2502
36	2620
36	5013
36	5191
36	5400
36	5907
36	10297
36	18250
37	16
37	389
38	15
38	74
38	140
38	1872
38	2447
38	14228
39	18
39	43
39	61
39	67
39	82
39	86
39	992
39	7143
39	10514
39	15481
40	32
40	52
40	209
40	242
40	655
40	1169
40	4989
40	6051
40	8809
40	14723
41	27
41	89
41	592
41	709
41	1311
41	1630
41	11243
41	17217
42	20
42	173
42	564
42	997
42	1786
42	2133
42	10731
43	39
43	46
43	54
43	530
43	799
43	1131
43	3004
43	4180
43	6849
43	6963
43	7895
43	9108
43	15846
43	19568
44	23
44	1487
44	2125
44	2468
44	5168
44	5694
44	13284
44	14004
44	15909
45	12
45	102
45	381
45	979
45	1604
45	2575
45	2978
45	4064
45	4797
45	4992
45	13156
46	43
46	48
46	169
46	490
46	881
46	1730
46	1796
46	3981
47	13
47	97
47	262
47	263
47	405
47	746
47	3441
47	4646
47	7089
47	7837
47	18828
48	46
48	72
48	81
48	142
48	631
48	2036
48	2320
48	2540
48	2774
48	7128
48	7665
48	8572
48	14395
49	26
49	96
49	337
49	434
49	607
49	1611
49	3307
49	4038
49	4124
49	5647
49	8299
49	9455
50	27
50	85
50	198
50	447
50	4633
50	5436
50	18727
51	23
51	57
51	1296
51	2261
51	9233
51	13580
51	17539
52	40
52	214
52	243
52	454
52	928
52	2439
52	3150
52	3690
52	7966
52	9192
52	9580
52	10224
53	27
53	121
53	191
53	195
53	340
53	1915
53	5319
53	6307
53	7692
53	10276
53	10754
53	15780
53	16444
54	43
54	59
54	329
54	851
54	3240
54	4966
54	11254
54	11490
54	12798
54	13070
54	16714
54	17563
55	31
55	162
55	342
55	366
55	973
55	2863
55	3723
55	4764
56	17
56	78
56	352
56	508
56	684
56	1453
56	2530
56	3638
56	13535
57	51
57	365
57	465
57	1887
57	2624
57	3373
57	4557
57	8543
57	14368
57	17642
58	31
58	1335
58	2368
58	8658
58	9402
58	10733
59	54
60	2
60	75
60	170
60	246
60	336
60	568
60	1748
60	3083
60	5114
60	17496
60	17765
61	39
61	293
61	325
61	3819
61	4908
61	6532
61	7159
62	6
62	141
62	215
62	512
62	554
62	894
62	2187
62	3379
62	3715
62	4247
63	20
63	387
63	632
63	917
63	2812
63	8308
63	13920
63	17992
64	19
64	541
64	626
64	1088
64	1705
64	2543
64	3016
64	4589
64	4850
64	5620
64	5714
64	15759
65	3
65	240
65	2557
65	3581
65	4444
65	7787
66	14
66	80
66	105
66	577
66	2362
66	3096
66	3664
66	15670
67	39
67	136
67	315
67	6074
67	7736
67	10344
68	3
68	4034
68	7933
68	16055
69	4
69	313
69	374
69	625
70	15
70	101
70	944
70	1895
70	2646
70	13735
70	13812
71	22
71	122
71	391
71	430
71	757
71	2369
71	2371
72	48
72	111
72	129
72	183
72	1676
72	2198
72	2255
72	3733
72	4175
72	10707
72	12834
73	21
73	94
73	103
73	137
73	152
73	190
73	269
73	392
73	467
73	1626
73	1921
73	2799
73	3751
73	7087
73	7219
73	8006
74	38
74	83
74	384
74	1921
75	60
75	76
75	416
75	3239
75	5267
75	5373
75	9270
76	75
76	93
76	156
76	638
76	2399
76	3687
76	4709
76	5217
76	8121
76	13893
76	18613
76	19897
77	22
77	126
77	200
77	486
77	533
77	1908
77	3820
77	6540
77	6684
78	56
78	120
78	178
78	247
78	399
78	705
78	4704
78	6241
78	6300
78	17621
78	18324
79	32
79	84
79	388
79	525
79	605
79	2120
79	2588
79	9296
79	11101
79	16371
80	66
80	95
80	130
80	314
