2000 2000 4000
0	1
0	2
0	11
0	35
0	107
0	171
0	583
0	1048
1	0
1	4
1	92
1	115
1	1665
2	0
2	3
2	60
2	116
2	300
3	2
3	5
3	65
3	68
3	123
3	180
3	188
3	192
3	1102
3	1237
4	1
4	69
4	147
4	206
4	276
4	1905
5	3
5	6
5	7
5	12
5	14
5	158
5	175
5	186
6	5
6	30
6	62
6	1357
7	5
7	8
7	10
7	13
7	23
7	27
7	28
7	32
7	127
7	138
7	1485
7	1690
8	7
8	9
8	20
8	22
8	150
8	844
8	1715
9	8
9	21
9	36
9	88
9	132
9	197
9	217
9	322
9	488
9	492
10	7
10	26
10	425
10	833
10	843
11	0
11	443
11	479
11	1288
12	5
12	25
12	45
12	98
12	100
12	119
12	203
13	7
13	16
13	24
13	47
13	144
13	1075
14	5
14	15
14	66
14	166
14	176
14	239
14	272
14	913
15	14
15	38
15	70
15	113
15	143
15	218
15	1948
16	13
16	17
16	18
16	37
17	16
17	19
17	56
17	87
17	515
18	16
18	39
18	264
18	410
18	432
18	758
18	950
18	1266
18	1521
19	17
19	64
19	251
20	8
20	42
20	63
20	112
20	181
21	9
21	73
21	869
21	883
21	1378
22	8
22	71
22	77
22	395
22	672
22	700
22	1614
23	7
23	44
23	51
24	13
24	29
24	33
24	34
24	350
24	542
24	627
25	12
25	759
25	1629
26	10
26	31
26	49
27	7
27	41
27	50
27	53
27	90
27	172
28	7
28	299
28	611
28	671
28	691
28	893
28	1112
29	24
29	227
30	6
30	135
30	148
30	788
31	26
31	55
31	58
31	289
31	1384
31	1394
31	1683
32	7
32	40
32	79
32	179
32	344
32	1198
33	24
33	134
33	257
33	933
34	24
34	393
34	398
34	972
34	1114
34	1175
34	1535
35	0
35	110
35	228
35	287
35	708
35	916
35	1068
35	1187
35	1819
36	9
36	194
36	319
36	694
37	16
37	389
38	15
38	74
38	140
38	1475
39	18
39	43
39	61
39	67
39	82
39	86
39	992
40	32
40	52
40	209
40	242
40	655
40	1169
41	27
41	89
41	592
41	1311
41	1630
42	20
42	173
42	564
42	997
42	1786
43	39
43	46
43	54
43	530
43	799
43	1131
44	23
44	1487
45	12
45	102
45	381
45	979
45	1604
46	43
46	48
46	169
46	490
46	881
46	1730
46	1796
47	13
47	97
47	262
47	263
47	405
47	746
48	46
48	72
48	81
48	142
48	631
49	26
49	96
49	337
49	434
49	607
50	27
50	85
50	198
51	23
51	57
51	1296
52	40
52	214
52	243
52	454
52	928
53	27
53	121
53	191
53	195
53	340
53	1915
54	43
54	59
54	329
54	851
55	31
55	162
55	342
55	366
55	973
56	17
56	78
56	352
56	508
56	684
56	1453
57	51
57	365
57	465
57	1887
58	31
58	1335
59	54
60	2
60	75
60	170
60	246
60	336
60	568
60	1748
61	39
61	293
61	325
62	6
62	141
62	215
62	512
62	554
62	894
63	20
63	387
63	632
63	917
64	19
64	541
64	626
64	1088
64	1705
65	3
65	240
66	14
66	80
66	105
66	577
67	39
67	136
67	315
68	3
69	4
69	313
69	374
69	625
70	15
70	101
70	944
70	1895
71	22
71	122
71	391
71	430
71	757
72	48
72	111
72	129
72	183
72	1676
73	21
73	94
73	103
73	137
73	152
73	190
73	269
73	392
73	467
73	1921
74	38
74	83
74	384
75	60
75	76
75	416
76	75
76	93
76	156
76	638
77	22
77	126
77	200
77	486
77	533
77	1908
78	56
78	120
78	178
78	247
78	399
78	705
79	32
79	84
79	388
79	525
79	605
80	66
80	95
80	130
80	473
80	1322
80	1473
80	1554
81	48
81	108
81	149
81	327
81	1027
81	1036
82	39
82	458
82	569
82	1029
83	74
83	402
83	493
84	79
84	151
84	282
84	429
84	781
84	807
84	1494
85	50
85	91
85	145
85	1136
86	39
86	106
86	305
86	331
86	963
86	1695
87	17
87	118
87	124
87	1280
88	9
88	1172
88	1894
89	41
89	167
89	1020
90	27
90	854
90	1025
90	1868
91	85
91	99
91	104
91	235
91	278
91	483
91	549
91	696
92	1
92	109
92	608
92	868
92	984
93	76
93	133
93	153
93	204
93	704
93	943
94	73
94	157
94	266
95	80
95	128
95	146
95	189
95	232
95	1726
96	49
96	271
96	444
96	741
96	745
96	774
96	1555
96	1731
97	47
97	250
97	279
97	964
98	12
98	117
98	139
98	382
98	732
98	1883
99	91
99	196
99	226
100	12
100	174
100	193
100	617
101	70
101	345
101	837
101	855
102	45
102	501
102	830
102	1223
103	73
103	114
103	241
103	1938
104	91
104	238
104	373
105	66
105	131
105	841
106	86
106	199
107	0
107	205
107	255
107	589
107	602
107	1811
108	81
108	368
109	92
109	244
109	1065
109	1137
110	35
110	1692
111	72
111	154
111	328
111	1632
112	20
112	291
112	601
112	1763
113	15
113	442
113	801
113	867
114	103
114	219
114	233
114	253
114	764
114	887
115	1
115	1549
116	2
116	557
116	738
117	98
117	201
117	220
117	280
117	349
117	1243
117	1350
118	87
118	359
119	12
119	202
119	862
120	78
120	125
120	184
120	1620
121	53
121	230
121	1443
122	71
122	297
122	1654
123	3
123	273
123	316
123	1228
123	1482
124	87
124	724
125	120
125	324
125	1302
126	77
127	7
127	225
127	489
127	517
127	826
127	982
128	95
129	72
129	216
129	310
130	80
130	357
130	1086
130	1382
130	1752
131	105
131	283
131	1146
131	1432
132	9
132	1155
133	93
133	155
133	1344
133	1608
133	1994
134	33
134	168
134	210
134	307
134	790
134	1527
135	30
135	185
135	394
135	784
135	1074
136	67
136	159
136	447
136	1719
137	73
137	164
137	265
137	380
138	7
138	234
138	361
138	578
139	98
139	665
140	38
140	320
140	448
141	62
141	161
141	820
141	1343
142	48
142	386
142	1852
143	15
143	332
143	433
143	1050
144	13
144	360
145	85
145	683
145	1546
145	1975
146	95
146	165
146	236
146	1003
146	1013
146	1393
146	1685
147	4
147	229
148	30
148	420
148	675
148	802
149	81
149	615
149	637
149	653
149	794
150	8
150	160
151	84
151	546
151	1061
151	1064
152	73
153	93
153	624
153	1170
154	111
154	163
154	379
154	426
154	590
155	133
155	182
155	237
155	298
155	1841
156	76
156	224
156	819
157	94
157	1569
158	5
158	513
159	136
159	177
160	150
160	245
160	249
160	362
161	141
161	364
161	1552
162	55
162	256
162	1129
162	1208
163	154
163	221
163	222
163	742
164	137
164	377
165	146
165	371
166	14
166	261
166	573
167	89
167	330
167	585
167	594
167	795
168	134
168	509
169	46
169	335
169	726
170	60
170	223
170	514
170	975
170	1076
170	1119
170	1778
171	0
171	207
171	418
171	1128
171	1755
172	27
172	1361
172	1577
173	42
173	187
173	301
174	100
174	428
174	897
174	1640
175	5
176	14
176	354
176	562
176	1930
177	159
177	620
177	1548
178	78
178	412
178	920
179	32
179	474
180	3
180	1388
181	20
181	284
181	1094
182	155
182	208
182	491
182	812
183	72
183	303
183	1370
183	1805
184	120
184	259
184	294
184	296
185	135
185	550
185	730
186	5
186	211
186	268
186	873
186	1144
186	1389
187	173
187	457
187	1078
188	3
188	1219
188	1441
189	95
189	212
189	306
189	910
189	1007
189	1199
190	73
190	422
190	1566
191	53
191	375
191	991
192	3
