120 120 360
0	1
0	2
0	11
0	16
0	20
0	35
0	96
0	107
1	0
1	4
1	48
1	92
1	115
2	0
2	3
2	60
2	116
3	2
3	5
3	7
3	65
3	68
3	92
4	1
4	22
4	69
5	3
5	6
5	7
5	12
5	14
5	97
6	5
6	30
6	62
7	3
7	5
7	8
7	10
7	13
7	18
7	23
7	27
7	28
7	32
8	7
8	9
8	20
8	22
9	8
9	21
9	31
9	36
9	69
9	88
9	115
10	7
10	26
11	0
11	78
11	98
12	5
12	20
12	25
12	34
12	45
12	98
12	100
12	119
13	7
13	16
13	24
13	43
13	47
13	93
14	5
14	15
14	66
14	77
14	111
15	14
15	38
15	70
15	113
16	0
16	13
16	17
16	18
16	37
16	65
16	68
17	16
17	19
17	56
17	87
18	7
18	16
18	39
19	17
19	64
20	0
20	8
20	12
20	42
20	63
20	111
20	112
21	9
21	30
21	73
22	4
22	8
22	71
22	77
23	7
23	44
23	51
24	13
24	29
24	33
24	34
24	40
25	12
25	45
25	61
25	112
26	10
26	31
26	49
26	84
27	7
27	41
27	50
27	53
27	90
28	7
29	24
29	60
30	6
30	21
31	9
31	26
31	55
31	58
32	7
32	40
32	72
32	79
32	115
33	24
33	51
33	60
34	12
34	24
34	39
35	0
35	110
36	9
37	16
38	15
38	74
39	18
39	34
39	43
39	61
39	67
39	82
39	86
40	24
40	32
40	52
40	94
41	27
41	59
41	80
41	89
42	20
43	13
43	39
43	46
43	54
44	23
45	12
45	25
45	102
46	43
46	48
47	13
47	97
48	1
48	46
48	72
48	81
48	95
49	26
49	96
50	27
50	85
51	23
51	33
51	57
51	110
52	40
52	78
53	27
54	43
54	59
55	31
55	109
56	17
56	73
56	78
56	109
57	51
57	87
58	31
58	64
59	41
59	54
60	2
60	29
60	33
60	75
61	25
61	39
62	6
62	88
63	20
63	80
64	19
64	58
65	3
65	16
66	14
66	80
66	105
67	39
68	3
68	16
68	112
69	4
69	9
69	77
70	15
70	101
71	22
72	32
72	48
72	101
72	111
73	21
73	56
73	94
73	103
74	38
74	83
74	104
75	60
75	76
76	75
76	93
77	14
77	22
77	69
78	11
78	52
78	56
78	105
79	32
79	84
80	41
80	63
80	66
80	95
80	114
81	48
81	103
81	108
82	39
82	96
83	74
83	88
84	26
84	79
85	50
85	91
86	39
86	106
87	17
87	57
87	99
87	118
88	9
88	62
88	83
89	41
90	27
91	85
91	99
91	104
92	1
92	3
92	109
93	13
93	76
94	40
94	73
95	48
95	80
96	0
96	49
96	82
97	5
97	47
98	11
98	12
98	117
99	87
99	91
99	108
100	12
100	108
101	70
101	72
102	45
103	73
103	81
103	111
103	114
104	74
104	91
105	66
105	78
106	86
107	0
108	81
108	99
108	100
109	55
109	56
109	92
110	35
110	51
111	14
111	20
111	72
111	103
112	20
112	25
112	68
113	15
114	80
114	103
115	1
115	9
115	32
116	2
117	98
118	87
119	12
